SITE;LOT;LAYER;ID;RAWMATERIAL;QUARTZQUALITY;CLASS;COREPREPARPROD;RETOUCHEDPIECEBLANK;PIECECOMPLETENESS;CORTEX;CORTEXLOCATION;CORTEXTYPE;PLATFORMTYPE;PLATFORMCORTEX;LIPPING;BLANKSHAPE;CROSSSECTION;BLANKTIP;PROFILE;SCARCOUNT;SCARPATTERN;THICKNESS;MAXWIDTH;PROXWIDTH;MEDWIDTH;DISTWIDTH;LENGTH;PLATFORMTHICKNESS;PLATFORMWIDTH;EXTERIORPLATFORMANGLE;WEIGHT;CORETYPE;CORECROSSSECTION;NUMBERCOREFACES;COREPLATFORM;COREDISTALTREATMENT;CORELEFTTREATMENT;CORERIGHTTREATMENT;COREBACKTREATMENT;MAINFACECORTEX;MAINFACESCARCOUNT;MAINFACESCARDIRECTION;MAINFACEARISORIENTATION;MAINFACESCARLENGTH;MAINFACESCARMAXWIDTH;MAINFACESCARPROXWIDTH;MAINFACESCARMEDWIDTH;MAINFACESCARDISTWIDTH;MAINFACEPLATFORMANGLE;MAINFACECOREUSE;DISTALFACECORTEX;DISTALFACESCARCOUNT;DISTALFACESCARDIRECTION;DISTALFACEARISORIENTATION;DISTALFACECOREUSE;LEFTFACECORTEX;LEFTFACESCARCOUNT;LEFTFACESCARDIRECTION;LEFTFACEARISORIENTATION;LEFTFACECOREUSE;RIGHTFACECORTEX;RIGHTFACESCARCOUNT;RIGHTFACESCARDIRECTION;RIGHTFACEARISORIENTATION;RIGHTFACECOREUSE;BACKFACECORTEX;BACKFACESCARCOUNT;BACKFACESCARDIRECTION;BACKFACEARISORIENTATION;BACKFACECOREUSE;COREABANDON;ALTERATION;FIRE;EDGEDAMAGE;RETOUCHEDPIECETYPOLOGY;CHIPQUANTITY;RMTYPE;OTHERNOTES
CAM;;PIT1;B6-1239;Quartz;Fine;Flake;;;;0%;;;Plain;YesComplete;No;Irregular;Irregular;Step;Straight;5;Unidirectional;7,5;23,99;16,77;18,42;17,5;19,04;6,65;16,71;74,5;3,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;B6-1415;Quartz;RockCrystal;Flake;;;;61-99%;Mesial;Cobble;Plain;YesPartial;No;Convergent;Other;Pointed;Straight;5;BidirectionalOpposed;15,44;31,32;18,17;31,3;7,49;47,1;8,44;14,86;120,7;25,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;B6-1195;Quartz;Fine;Flake;;;;0%;;;Plain;No;No;Convergent;Trapezoidal;Pointed;Straight;4;Unidirectional;6,24;17,14;17,14;13,78;2,32;16,04;6,26;15,79;92,7;1,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;B6-1223;Quartzite;;Shatter;;;;31-60%;;Cobble;;;;;;;;;;;;;;;;;;;2,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;;;;;
CAM;;PIT1;B6-1263;Quartz;Fine;Flake;;;;0%;;;Plain;YesComplete;No;Irregular;Irregular;Feather;Irregular;5;Unidirectional;3,47;16,94;15,36;16,2;9,68;21,79;4,4;14,91;115,3;1,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;B6-1230;Quartz;Fine;Flake;;;;1-30%;RightLateral;Cobble;Plain;YesComplete;No;Irregular;Irregular;Feather;Straight;3;Unidirectional;7,1;18,35;13,37;17,32;9,7;26,71;7,38;11,99;85,8;3,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;B6-1440;Quartz;Fine;Flake;;;;0%;;;Plain;No;No;Divergent;Other;Step;Straight;4;Unidirectional;6,51;29,81;15,71;22,57;26,91;29,9;4,09;14,02;80,7;6,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;B6-1431;Quartz;Fine;Flake;;;;0%;;;Crushed;YesPartial;No;Irregular;Irregular;Hinge;Straight;4;Unidirectional;9,76;12,69;12,69;10,08;5,73;18,78;10,92;11,57;98,3;2;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;B6-1194;Chert;;FlakeFrag;;;Proximal;0%;;;Dihedral;No;No;;Trapezoidal;;;3;;2,78;11,82;;;;;2,55;5,95;90,5;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;B6-1459;Quartzite;;Flake;;;;0%;;;Plain;YesComplete;No;Convergent;Triangular;Pointed;Twisted;2;Unidirectional;5,71;15,38;12,81;14,91;3,27;29,78;7,13;12,31;102,3;3,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;B6-1434;Quartz;Fine;FlakeFrag;;;Distal;1-30%;DistalLeftLat;Cobble;;No;No;;Irregular;Feather;;1;;5,3;26,7;;;;;;;;1,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;B6-1574;Quartzite;;Flake;;;;0%;;;Plain;No;No;Divergent;Irregular;Feather;Curved;2;Unidirectional;11,92;29,67;16,46;27,27;28,59;35,49;14;16,01;83,7;13;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;B6-1258;Quartz;Fine;ElongBlank;;;;61-99%;LeftLateral;Cobble;Plain;No;No;Irregular;Triangular;Feather;Straight;1;Unidirectional;5,89;16,48;4,77;16,25;8,51;32,42;2,52;3,81;115;3,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;B6-1487;Quartz;Fine;Flake;;;;1-30%;LeftLateral;Cobble;Crushed;No;No;Divergent;Other;Step;Curved;2;Unidirectional;10,27;22,62;7,56;17,59;21,62;32,98;10,47;7,46;64,2;5,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;B6-1229;Chert;;ElongBlank;;;;61-99%;LeftLateral;Cobble;Plain;No;No;Divergent;Triangular;Hinge;Straight;1;Unidirectional;14,29;20,77;12,08;17,35;20,75;46,22;7,57;10,48;80,1;12,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;B6-1261;Quartz;Medium;Flake;;;;0%;;;Plain;YesPartial;No;Irregular;Irregular;Hinge;Curved;2;Unidirectional;4,96;20,97;15,56;20,21;8,85;29,58;3,88;15,04;107,2;3,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;B6-1242;Quartz;RockCrystal;Flake;;;;1-30%;RightLateral;Cobble;Crushed;YesPartial;No;Parallel;Triangular;Feather;Straight;1;Unidirectional;10,59;24,76;20,13;23,69;23,33;33,33;2,95;13,78;-;7,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;B6-1560;Quartz;Fine;Shatter;;;;1-30%;;Cobble;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;;;;;
CAM;;PIT1;B6-1533;Chert;;ElongBlankFrag;;;Distal;0%;;;;No;No;;Triangular;Hinge;;5;;4,62;10,49;;;;;;;;2,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;B6-1270;Quartz;Fine;Shatter;;;;61-99%;;Cobble;;;;;;;;;;;;;;;;;;;2,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;;;;;
CAM;;PIT1;B6-1235;Quartz;Medium;Flake;;;;1-30%;RightLateral;Cobble;Crushed;No;No;Irregular;Irregular;Hinge;Irregular;3;BidirectionalOpposed;9,95;22,63;15,27;22,27;10,82;33,34;9,43;11,76;89,4;8,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;B6-1260;Quartz;Fine;Flake;;;;31-60%;RightLateral;Cobble;Plain;YesComplete;No;Circular;Triangular;Feather;Straight;2;Unidirectional;7,13;26,39;19,18;26,64;12,52;31,84;8,67;17,12;91,2;7,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;B6-1277;Quartzite;;Flake;;;;31-60%;Distal;Cobble;Plain;YesComplete;No;Irregular;Trapezoidal;Step;Irregular;3;Unidirectional;16,5;40,89;41,33;39,72;37,64;39,26;15,24;41,41;103,2;37,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;B6-1336;Quartzite;;Flake;;;;31-60%;Distal;Cobble;Plain;No;No;Divergent;Irregular;Overshoot;Straight;3;Unidirectional;16,49;13,86;54,72;64,2;74,12;62,76;17,72;45,07;75,8;91,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;B6-1391;Quartzite;;Flake;;;;1-30%;Distal;Cobble;Plain;YesComplete;No;Irregular;Triangular;Step;Irregular;2;Unidirectional;23,78;37,67;34,3;38,35;27,77;62,24;29,1;33,05;46,2;58,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;B6-1470;Quartzite;;Flake;;;;100%;;Cobble;Plain;YesComplete;No;Parallel;Lenticular;Feather;Straight;0;None;9,94;38,6;26,65;37,54;35,91;34,97;9,41;25,67;111,9;14,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;B6-1366;Other;;Flake;;;;0%;;;Plain;No;No;Divergent;Irregular;Feather;Straight;3;Crossed;5,69;26,64;16,75;23,24;26,36;23,46;4,06;13,53;102,1;3,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;B6-1577;Quartzite;;Flake;;;;0%;;;Plain;No;No;Parallel;Trapezoidal;Step;Straight;2;Unidirectional;7,32;19,42;19,42;18,75;4,89;26,02;9,47;19,33;67;4,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;B6-1244;Quartzite;;Core;;;;61-99%;;Cobble;;YesComplete;No;;;;;;;48,06;80,3;80,3;71,93;63,78;37,68;57,7;77,83;-;189,7;SinglePlat;Irregular;Two;Cortical;Crest;FlakingSurface;Cortical;Cortical;0%;3;Unidirectional;Parallel;51,12;49,05;30,61;50,26;21,7;75,6;Flakes;;;;;;0%;3;Unidirectional;Parallel;Flakes;;;;;;;;;;;NoReason;None;;;;;;
CAM;;PIT1;B6-1185;Quartz;RockCrystal;Core;;;;31-60%;;Cobble;;No;No;;;;;;;19,83;25,94;23,77;25,08;20,4;22,9;21,19;24,63;73,8;13,5;SinglePlat;Quadrangular;Two;Faceted;Crest;FlakingSurface;Cortical;Cortical;0%;2;Unidirectional;Parallel;23,84;18,76;9,96;17,11;6,15;71,4;Flakes;;;;;;0%;1;;;Flakes;;;;;;;;;;;NoReason;None;;;;;;
CAM;;PIT1;B6-1441;Quartz;Fine;Flake;;;;0%;;;Plain;No;No;Parallel;Irregular;Step;Straight;2;Unidirectional;6,92;22,36;21,79;22,64;9,04;21,54;6,17;21,1;74,5;3,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;B6-1390;Quartzite;;Flake;;;;0%;;;Plain;YesComplete;No;Irregular;Trapezoidal;Feather;Straight;5;Crossed;8,7;44,29;43,77;32,65;80,5;40,74;9,48;40,24;123,2;14,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-3701;Quartz;RockCrystal;Flake;;;;1-30%;DistalLeftLat;Indeterminate;Crushed;No;No;Convergent;Triangular;Pointed;Curved;4;Unidirectional;8,96;18,79;17,72;16,24;3,61;30,11;5,36;15,53;91,7;5,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;A6-3682;Quartz;Fine;Flake;;;;61-99%;Distal;Cobble;Plain;YesPartial;No;Irregular;Irregular;Hinge;Curved;2;Unidirectional;6,65;29,77;18,51;29,84;13,95;17,53;3,16;18,39;93,2;4,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;A6-3640;Quartz;Fine;Flake;;;;0%;;;Crushed;No;No;Convergent;Lenticular;Feather;Straight;2;Unidirectional;2,57;10,69;7,08;8,74;6,41;19,32;1,74;5,66;126;0,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-4569;Chert;;ElongBlankFrag;;;Proximal;0%;;;Crushed;No;Yes;;Triangular;;;3;;1,58;10,27;;;;;1,25;6,58;95,2;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;Yes;;;;
CAM;;PIT1;A6-3315;Quartzite;;Flake;;;;1-30%;Distal;Cobble;Plain;No;No;Irregular;Irregular;Feather;Curved;2;Unidirectional;5,45;29,45;23,18;27,16;18,86;33,15;7,48;23,08;87,3;7,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;A6-1924;Quartzite;;Flake;;;;0%;;;Plain;No;No;Parallel;Triangular;Hinge;Straight;6;Unidirectional;6,72;16,09;14,93;15,05;9,28;24,27;5,03;14,87;81,1;2,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;A6-4229;Quartz;Fine;Flake;;;;0%;;;Plain;YesComplete;No;Parallel;Irregular;Hinge;Straight;3;Unidirectional;7,95;17,14;17,32;15,65;9,61;15,25;8,4;16,81;75,6;2,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;A6-1865;Quartz;Fine;Flake;;;;0%;;;Plain;No;No;Irregular;Irregular;Step;Straight;4;Crossed;16,96;34,59;8,78;32,34;35,69;37,51;13,59;20,4;122,6;22,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-2007;Chert;;ElongBlank;;;;31-60%;LeftLateral;Outcrop;Dihedral;YesPartial;No;Parallel;Triangular;Feather;Straight;1;Unidirectional;4,39;15,47;15,4;15,13;11,9;33,08;5,13;14,84;99;2,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-4451;Quartzite;;Flake;;;;0%;;;Plain;YesComplete;Yes;Divergent;Other;Hinge;Curved;2;Unidirectional;5,46;36,32;25,18;34,35;5,19;30,53;14,04;24,29;69,4;8,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;A6-3742;Quartzite;;Flake;;;;0%;;;Plain;No;No;Convergent;Trapezoidal;Pointed;Straight;2;Unidirectional;34,77;43,13;43,3;36,31;11,2;62,43;8,95;43,13;86,4;31,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;A6-3950;Quartz;Fine;Flake;;;;0%;;;Winged;No;No;Parallel;Triangular;Feather;Curved;4;Crossed;5,67;16,38;14,52;15,07;16,31;15,33;3,8;11,2;93,8;1,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-3635;Chert;;Core;;;;1-30%;;Indeterminate;;No;No;;;;;;;25,93;28,19;24,06;22,53;18,88;16,71;28,12;24,47;91,8;12,6;SinglePyramidal;Circular;Four;Plain;Crest;FlakingSurface;FlakingSurface;FlakingSurface;0%;3;Unidirectional;Parallel;16,85;13,93;13,47;8,08;1,49;85,3;Flakes;;;;;;0%;3;BidirectionalAlternate;Parallel;Flakes;0%;3;Unidirectional;Parallel;Flakes;0%;1;;;Flakes;NoReason;Fire;HeatTreatment;;;;;
CAM;;PIT1;A6-1873;Chert;;Flake;;;;1-30%;Mesial;Outcrop;Plain;No;No;Parallel;Triangular;Step;Straight;2;Unidirectional;3,23;8,58;7,25;7,66;8,42;16,95;2,93;6,38;81,4;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-2100;Chert;;FlakeFrag;;;Proximal;0%;;;Plain;No;No;;Lenticular;;;3;;1,41;13,26;;;;;2,65;6,92;92;0,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-3883;Quartz;RockCrystal;RetouchedPiece;;Blank;;0%;;;Plain;No;Yes;Parallel;Trapezoidal;Feather;Curved;3;Unidirectional;1,58;6,9;5,45;6,64;3,49;20,78;2,01;5,57;80,2;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;Entalhe;;;
CAM;;PIT1;A6-2849;Chert;;ElongBlankFrag;;;Proximal;0%;;;Plain;No;No;;Triangular;;;3;;3,14;8,93;;;;;3,52;4,78;71,2;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-2976;Chert;;Flake;;;;1-30%;RightLateral;Outcrop;Plain;No;No;Parallel;Triangular;Step;Curved;3;Unidirectional;3,56;12,16;11,57;11,43;11,2;17,38;4,85;11,15;78,3;1;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-4246;Chert;;ElongBlank;;;;0%;;;Plain;No;No;Convergent;Triangular;Step;Curved;5;Unidirectional;3,03;9,76;5,72;10,04;3,95;32,85;2,19;5,15;99,5;1,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;Yes;;;;
CAM;;PIT1;A6-2749;Chert;;ElongBlank;;;;0%;;;Plain;No;No;Convergent;Trapezoidal;Pointed;Curved;4;Unidirectional;1,75;7,87;6,73;7,72;2,37;28,87;2,77;6,51;71,5;0,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-3789;Quartz;Fine;Flake;;;;0%;;;Plain;No;No;Irregular;Irregular;Hinge;Curved;4;Crossed;10,76;29,32;13,78;29,37;9,96;38,21;9,5;14,35;101,8;10;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-2006;Quartzite;;Flake;;;;0%;;;Plain;No;No;Parallel;Other;Feather;Straight;2;Unidirectional;7,01;16,37;13,15;14,96;8,11;26,91;6,99;13,01;67,5;2,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-3562;Chert;;ElongBlankFrag;;;Distal;0%;;;;No;No;;Triangular;Pointed;;3;;2,57;10,78;;;;;;;;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-3403;Quartz;Fine;Flake;;;;0%;;;Plain;No;No;Convergent;Irregular;Feather;Straight;4;Unidirectional;7,96;27,81;27,81;19,54;3,02;17,28;9,23;25,03;85,1;4,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;A6-3959;Quartz;Fine;Flake;;;;0%;;;Plain;No;No;Irregular;Triangular;Feather;Straight;3;Unidirectional;4,42;11,89;8,19;10,89;10,66;14,89;3,16;7,61;101,7;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-1919;Quartz;RockCrystal;Flake;;;;1-30%;LeftLateral;Cobble;Crushed;YesPartial;No;Divergent;Triangular;Step;Straight;1;Unidirectional;4,24;21;9,34;19,27;20,29;20,86;2,9;8,58;80,7;2;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-3004;Quartz;Fine;Flake;;;;31-60%;RightLateral;Cobble;Plain;YesComplete;No;Convergent;Trapezoidal;Pointed;Straight;2;Unidirectional;10;18,5;11,92;17,81;1,99;28,12;6,61;11,39;107,6;5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;A6-3071;Quartz;Fine;FlakeFrag;;;Proximal;0%;;;Plain;No;No;;Triangular;;;5;;7,77;17,05;;;;;3,17;10,84;83;3,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;A6-1844;Quartz;Fine;Flake;;;;0%;;;Plain;No;No;Convergent;Irregular;Step;Straight;2;Unidirectional;4,75;11,7;11,7;9,02;7,91;18,04;5,62;11,85;81,4;1,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-2862;Quartz;RockCrystal;Flake;;;;0%;;;Crushed;No;No;Parallel;Triangular;Hinge;Straight;3;Unidirectional;4,2;11,97;8,51;11,41;1,24;15,99;2,39;8,85;113,8;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-3321;Quartz;Fine;Flake;;;;0%;;;Plain;YesComplete;No;Irregular;Irregular;Hinge;Irregular;3;Unidirectional;11,63;24,49;20,83;23,29;21,56;24,25;6,33;15,13;121,2;5,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-1858;Quartzite;;Flake;;;;0%;;;Plain;No;No;Biconvex;Triangular;Feather;Twisted;2;Unidirectional;7,05;17,48;6,67;16,09;4,74;34,21;3,97;6,83;101,2;3,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-3875;Quartz;Fine;Flake;;;;0%;;;Crushed;No;No;Parallel;Triangular;Hinge;Straight;2;Unidirectional;4,77;11,66;7,04;10,76;8,74;14,3;3,41;6,29;86;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-2668;Quartz;RockCrystal;Flake;;;;61-99%;LeftLateral;Cobble;Plain;No;No;Divergent;Triangular;Feather;Straight;1;Unidirectional;4,75;12,27;7,48;11,45;12,18;17,15;4,27;7,9;76,5;1,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-4570;Chert;;ElongBlankFrag;;;Proximal;0%;;;Crushed;No;No;;Triangular;;;3;;3,17;10,07;;;;;3,05;7,38;93,1;0,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Fire;Burned;Yes;;;;
CAM;;PIT1;A6-3689;Quartz;Fine;Flake;;;;0%;;;Plain;No;No;Convergent;Irregular;Feather;Straight;2;Unidirectional;3,52;14,85;10,31;14,8;7,72;24,58;3,11;8,68;99,9;1,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-3936;Quartz;Fine;Flake;;;;1-30%;Mesial;Cobble;Plain;No;No;Circular;Triangular;Feather;Straight;2;BidirectionalOpposed;9,97;22,63;15,77;19,43;10,06;27,27;4,43;11,93;108,3;5,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;A6-3953;Quartz;RockCrystal;Chip;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;;;1;;
CAM;;PIT1;A6-3770;Quartz;Fine;Shatter;;;;0%;;;;;;;;;;;;;;;;;;;;;0,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;;;;;
CAM;;PIT1;A6-3945;Quartz;Fine;Flake;;;;1-30%;Proximal;Indeterminate;Plain;YesComplete;No;Divergent;Triangular;Feather;Straight;2;Unidirectional;3,66;14,96;7,17;11,9;5,43;22,43;6,04;7,33;80,7;1,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-3072;Quartzite;;Flake;;;;0%;;;Plain;No;No;Convergent;Triangular;Feather;Straight;2;Unidirectional;4,48;20,95;19,77;18,26;7,73;29,99;6,63;19,47;65;2,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-3603;Quartzite;;Flake;;;;0%;;;Plain;No;No;Irregular;Triangular;Feather;Straight;5;Unidirectional;12,19;26,05;21,72;35,7;22,34;60,95;9,06;21,16;76,4;26,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;PIT1;A6-3558;Quartz;Fine;ElongBlank;;;;31-60%;LeftLateral;Cobble;Crushed;No;No;Convergent;Triangular;Feather;Curved;2;Unidirectional;8,61;14,46;9,39;12,55;6,33;30,08;3,92;9,11;88,8;3,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;PIT1;A6-2220;Chert;;Flake;;;;31-60%;LeftLateral;Cobble;Dihedral;YesPartial;No;Convergent;Triangular;Pointed;Straight;3;Crossed;11,79;21,92;19,79;21,58;8,28;38,02;13,41;21,52;70,2;9;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
